1,House Of Praise,"307, 32 Westwind Crescent Ne",Calgary ,Alberta,T3J 5L3,Canada,(403) 921-4741,Enochwuraola@hotmail.com,,Pastor Enoch Wuraola
1,"Jesus House, Birmingham",213 1st Avenue North,Birmingham ,Alabama,35204,United States,(205) 409-3301,Enekorubo@yahoo.com,,Pastor Enefaa Saturday Fenny
1,"Jesus House, Huntsville",4906 BLUE SPRINGS ROAD NW,Huntsville ,Alabama,35810,United States,(773) 510-7681,peter.oyediran@gmail.com,,Pastor Peter Oluseun Oyediran
1,Jesus House Abbotsford,"Unit 108a, 32883 South Fraser Way (opp. Seven Oaks Mall)",Abbotsford ,British Columbia,V2S 2A6,Canada,(778) 908-6518,Pastordee88@aol.com,,Pastor David Adeola Olabode
1,Trinity Chapel,2606 Kingsway Avenue,Port Coquitlam,British Columbia,V3C 1T6,Canada,(604) 474-3131,Royalcrownedone@yahoo.com,,Pastor Steve Obetoh
1,Victory Chapel,810 Cormorant Street,Victoria ,British Columbia,V8W 1R1,Canada,(250) 590-3509,victorychapelrccg@yahoo.ca,,Pastor Ademola Farinu
1,Grace Chapel,"Suite 100, 60-8th Street",New Westminster,British Columbia,V3M 3P1,Canada,(604) 782-9880,Bayoadediran@yahoo.com,,Pastor Bayo Adediran
1,Victory International Center,5228 Brookwood Drive,Mableton ,Georgia,30126,United States,(770) 944-1401,Pastorkorede@aim.com,,Pastor Korede Akindele
1,Mount Zion Parish,1171 Broder Street,Regina ,Saskatchewan,S4N 3R1,Canada,(306) 550-7316,Omoyefa@yahoo.com,,Ass't Pastor Paul Sunday Omoyefa
1,Peace Assembly,2158 Mcdaniel's Bridge Court,Lilburn ,Georgia,30047,United States,(678) 344-9290,Rccgpeaceassembly@gmail.com,,Pastor Francis Adeoye Tekobo
1,Jesus House For All Nation,601 Eastlake Avenue,Saskatoon ,Saskatchewan,S7N-1A1,Canada,(306) 261-3202,Jideoyetuga@yahoo.com,,Ass't Pastor Amos B. Oyetuga
1,"Jesus House, Chicago",4332 North Kedzie Avenue,Chicago ,IIllinois,60618,United States,(773) 866-9461,Pastorbayo@jesushouse.org,,Pastor Adebayo Adewole
1,All Nations Assembly,20300 Governors Highway,Olympia Fields, IIllinois,60461,United States,(773) 368-3499,Oakano@gmail.com,,Pastor Oliver Akano
1,Halleluyah House,1860 N Route 83 (corner Of Route 83 And Shorewood Rd),Grayslake ,IIllinois,60030,United States,(847) 767-5340,Aeabiona@hotmail.com,,Pastor Aina Abiona
1,Household Of Faith,"2015 East 175 Street, Suite #1",Lansing ,IIllinois,60438,United States,(708) 418-5750,Sagbenro@aol.com,,Pastor Akintola Gbenro
1,Jubilee Family Christian Center,3055 Weber Drive,Aurora ,IIllinois,60502,United States,(630) 978-1371,rccgjubileefamily@gmail.com,,Pastor Mary Wanalo
1,Jubilee Parish,9363-50 Street,Edmonton ,Alberta,T6B 2L5,Canada,(780) 909-7224,S_oyenekan@yahoo.com,,Deacon Segun Oyenekan
1,King's Assembly,605 N. Neil Street,Champaign ,IIllinois,61821,United States,(111) 111-1111,Kings_assembly_church@yahoo.com,,Ass't Pastor Fola Oludeji Oluwehinmi
1,Four Wing Parish,"Little Pine Reservation, P.o.box 336",Paynton ,Saskatchewan,S0M 2J0,Canada,(306) 398-4001,Cbstarr@rccgna.org,,Deacon Colin Bruce Starr
1,"Throne Of Grace, Chicago",552 E. 44th St,Chicago ,IIllinois,60653,United States,(773) 288-5965,Oluawakan@yahoo.com,,Pastor Olusola Awakan
1,"Christ Church, Edmonton Ab",2936 Ellwood Drive,Sw Edmonton, Alberta,T6X 0A9,Canada,(780) 965-6972,Pastor@rccgchristchurch.ca,,Ass't Pastor David Oladipo
1,Schaumburg Community Church,927 N Plum Grove Road,Schaumburg ,IIllinois,60173,United States,(847) 925-0000,Wakinosun@rccgschaumburg.org,,Pastor Olawale Akinosun
1,New Hope Assembly,2748 W Touhy,Chicago ,IIllinois,60645,United States,(773) 349-5944,Asogbondele@yahoo.com,,Ass't Pastor Oladele Dotun Asogbon
1,Champion's Parish,"Belmead Professional Building, 8944 182 Street(3rd Floor)",Edmonton ,Alberta,T5T 2E3,Canada,(780) 468-3931,Kolawolecarew20022002@yahoo.com,,Deacon Kolawole Carew
1,The Lord's Table,C/o 4332 North Kedzie Avenue,Chicago ,IIllinois,60618,United States,(773) 392-1858,Ooluwole@sbcglobal.net,,Ass't Pastor Olumide Oluwole
1,City Of Praise,"5112 North 37 Street,",Milwaukee ,Wisconsin,53209,United States,(414) 465-0000,Willieojo@yahoo.com,,Pastor Fola Williams Ojo
1,Prayer And Praise Chapel,2038 East Washington Ave,Madison ,Wisconsin,53704,United States,(414) 405-2443,Dgaruba@rccgna.org,,Pastor Dauda Garuba
1,Daystar Chapel,110 Eymundson Road,Fort Mcmurray, Alberta,T9H 5A5,Canada,(780) 880-4702,Oladebo@hotmail.com,,Deacon Kunle Oladebo
1,Rhema Chapel,10665 98th Street,Edmonton ,Alberta,T5H 2N6,Canada,(780) 904-1866,Ayodele@ualberta.ca,,Ass't Pastor Ayodele Adejumobi
1,Cornerstone Chapel,"Shawnessy Community Hall, 224 Shawmeadows Road Sw",Calgary ,Alberta,T2Y 1B3,Canada,(403) 554-7224,Contact.cornerstone@shaw.ca,,Ass't Pastor Tam Godwin Brisibe
1,Resurrection Power Assembly,233 E 138th Street,Dolton ,IIllinois,60419,United States,(773) 344-2322,Rccgrpa@yahoo.com,,Pastor Stephen Osunkeye
1,House Of Glory,1045 Dixie Highway,Chicago Heights, IIllinois,60411,United States,(708) 543-7802,daredurowade@yahoo.com,,Ass't Pastor Oluwadare Isaac Durowade
1,King's Court,"209, 2903 Kingsview Blvd",Airdrie ,Alberta,T4A 0C4,Canada,(403) 420-5575,Pastor@rccgairdrie.org,,Pastor Biyi Adeniran
1,"King's Court, Aurora",15 S. East Avenue,Aurora ,IIllinois,60505,United States,(630) 608-0211,Kingscourtil@yahoo.com,,Pastor Olugbenga Isaac Ajiboye
1,Cornerstone Worship Center For All Nations,316 Upham Street,Melrose ,Massachusetts,02176,United States,(781) 662-3441,Ssorinmade@rccgna.org,,Pastor Samuel Olu Sorinmade
1,Christ Embassy,"Crescent Height Community Centre,1101 2nd Street N.w",Calgary ,Alberta,T2M 2V7,Canada,(403) 293-9398,Poloyede40@yahoo.com,,Pastor Paul Oloyede
1,Living Waters Assembly,251 Crescent Street,Brockton ,Massachusetts,02302,United States,(617) 285-1851,Amosbioye@msn.com,,Pastor Amos Kolawole Abioye
1,Chapel Of Resurrection,85 Bishop Allen Drive,Cambridge ,Massachusetts,02139,United States,(508) 649-1932,Rccgcor@yahoo.com,,Pastor Omotunde Oludayo Olorunwunmi
1,Victory House Of Prayer For All Nations,891 Hyde Park Avenue,Hyde Park, Massachusetts,02136,United States,(617) 838-1429,Bamkay2001@yahoo.com,,Ass't Pastor Bamike Tayo
1,Hosanna Chapel,4410c/d Lafayette Boulevard,Fredericksburg ,Virginia,22408,United States,(804) 651-0909,Info@rccghosannachapel.org,,Ass't Pastor Abiodun Bada
1,"Chapel Of His Glory, Springfield",156 Mill Street,Springfield ,Massachusetts,01108,United States,(413) 218-8800,Rccgspringfield@gmail.com,,Pastor Victoria O Aina
1,"Amazing Grace Sanctuary, Stafford, VA",45 Confederate Way,Stafford ,Virginia,22554,United States,(540) 735-4684,pastormichael1@verizon.net,,Pastor Michael Folarin Oluwabunmi (Formerly Fabunmi)
1,Victory House Of Prayer,"404 Chestnut Street, 2nd Floor",Manchester ,New Hampshire,03101,United States,(603) 264-5428,Ssegunfemi@yahoo.com,,Ass't Pastor Olusegun Moses Olorunfemi
1,King Of Glory Assembly For All Nations,444 Second Street,Fall River, Massachusetts,02721,United States,(508) 326-3991,Delebusola@yahoo.com,,Ass't Pastor Oladele Olubanwo
1,House Of Praise,941 West Road,Chesapeake ,Virginia,23323,United States,(757) 390-2139,omohyetty@hotmail.com; houseofpraisepastor@gamil.com,,Deaconess Yetunde R. Olugbemi
1,City Of David,8 River Drive,Hadley ,Massachusetts,01035,United States,(413) 461-0853,Rccg_cod@yahoo.com,,Ass't Pastor Lekan Adeoyin
1,Chapel Of Grace,8450 Maplewood Drive,Manassas ,Virginia,20111,United States,(703) 393-4876,rccgchapelofgrace@yahoo.com,,Ass't Pastor Isaac Temitope Olufoye
1,Power Miracle Center Worcester,65 Wilson Street,Worcester ,Massachusetts,01605,United States,(508) 740-4806,Emekapen@aol.com,,Ass't Pastor Emeka Godwin
1,New Creation Center,905 SouthLake Blvd,North Chesterfield, Virginia,23236,United States,(804) 276-1942,Bakado@hotmail.com,,Pastor Olaniran Bakare
1,Higher Ground Assembly,1808 Woodlawn Drive Suites P & Q,Baltimore ,Maryland,21207,United States,(410) 944-3323,Higrassembly@yahoo.com,,Pastor Ayoola Oladipo Olulana
1,House On The Rock,"48 Bridge Street, Suite Unit 3a",Nashua ,New Hampshire,03060,United States,(603) 264-0506,Hor_nh@yahoo.com,,Deacon Gbenga Israel Adeyinka
1,Victory House Of Prayers For All Nations,134 Congress Street,Portland ,Maine,04101,United States,(781) 913-9872,Kayjoyem@yahoo.com,,Not Assigned
